Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date,Neighborhoods_from_gw34_aa8i,Neighborhoods_from_5jp5_kw3x,New Neighborhoods_from_s3dq_ztay,layer_0_from_mgnu_zr5s,layer_0_from_yr99_sgmi,LA Neighborhoods_from_5ikr_59ci,City Boundaries_from_22pk_kkuz,Los Angeles Incorporated Cities,la_county_tracts_from_jczq_z5ui,DPW_CITY_BOUNDARIES_from_dmu2_xaer,Neighborhoods_from_9utn_waje_1,LA County Regions Map,Los Angeles Neighborhood Map,Regions_from_qspe_35qg,Census Tracts_from_jczq_z5ui,Neighborhoods_from_9utn_waje
Health,Asthma,Asthma-Related ER Visits,2014,57.443444,"Census Tract 9010.08, Los Angeles County, California",901008,Lancaster,1400000US06037901008,"(34.6966705, -118.174692)",Asthma_Related_ER_Visits_2014_1400000US06037901008,01/01/2014,156,156,156,153,153,125,5,5,1060,194,132,2,132,2,1060,132
Health,Asthma,Asthma-Related ER Visits,2014,66.170444,"Census Tract 6010.02, Los Angeles County, California",601002,Inglewood,1400000US06037601002,"(33.9571955, -118.348273)",Asthma_Related_ER_Visits_2014_1400000US06037601002,01/01/2014,8,8,8,8,8,112,25,25,1823,253,118,13,118,13,1823,118
Health,Asthma,Asthma-Related ER Visits,2014,49.207923,"Census Tract 9108.11, Los Angeles County, California",910811,Tujunga Canyons,1400000US06037910811,"(34.429045, -118.186203)",Asthma_Related_ER_Visits_2014_1400000US06037910811,01/01/2014,15,15,15,15,15,231,,,1168,221,235,1,235,1,1168,235
Health,Asthma,Asthma-Related ER Visits,2014,20.511758,"Census Tract 6514.02, Los Angeles County, California",651402,Torrance,1400000US06037651402,"(33.796968, -118.3450715)",Asthma_Related_ER_Visits_2014_1400000US06037651402,01/01/2014,176,176,176,174,180,230,73,73,2105,302,234,13,234,13,2105,234
Health,Asthma,Asthma-Related ER Visits,2017,95.89,"Census Tract 2060.32, Los Angeles County, California",206032,Boyle Heights,1400000US06037206032,"(34.0473465, -118.2237095)",Asthma_Related_ER_Visits_2017_1400000US06037206032,01/01/2017,73,76,75,74,74,21,76,76,1928,305,32,4,32,4,1928,32
Health,Asthma,Asthma-Related ER Visits,2017,25,"Census Tract 1903.01, Los Angeles County, California",190301,Hollywood,1400000US06037190301,"(34.103533, -118.3178)",Asthma_Related_ER_Visits_2017_1400000US06037190301,01/01/2017,239,239,239,240,239,108,76,76,1320,305,115,3,115,3,1320,115
Health,Asthma,Asthma-Related ER Visits,2017,42.63,"Census Tract 5339.01, Los Angeles County, California",533901,Bell Gardens,1400000US06037533901,"(33.9729615, -118.1563865)",Asthma_Related_ER_Visits_2017_1400000US06037533901,01/01/2017,184,184,183,183,187,24,24,24,1148,252,23,14,23,14,1148,23
Health,Asthma,Asthma-Related ER Visits,2014,13.819696,"Census Tract 6704.03, Los Angeles County, California",670403,Rancho Palos Verdes,1400000US06037670403,"(33.7766755, -118.3693285)",Asthma_Related_ER_Visits_2014_1400000US06037670403,01/01/2014,245,245,246,248,248,184,53,53,2036,272,192,13,192,13,2036,192
Health,Asthma,Asthma-Related ER Visits,2017,84.98,"Census Tract 2971.10, Los Angeles County, California",297110,San Pedro,1400000US06037297110,"(33.7346615, -118.284188)",Asthma_Related_ER_Visits_2017_1400000US06037297110,01/01/2017,20,20,19,19,19,199,76,76,860,305,207,5,207,5,860,207
Health,Asthma,Asthma-Related ER Visits,2017,21.61,"Census Tract 2766.03, Los Angeles County, California",276603,Playa del Rey,1400000US06037276603,"(33.9562775, -118.437016)",Asthma_Related_ER_Visits_2017_1400000US06037276603,01/01/2017,203,203,203,206,207,176,76,76,1509,305,182,13,182,13,1509,182
Health,Asthma,Asthma-Related ER Visits,2014,28.071697,"Census Tract 9203.03, Los Angeles County, California",920303,Unincorporated Santa Susana Mountains,1400000US06037920303,"(34.315107, -118.605768)",Asthma_Related_ER_Visits_2014_1400000US06037920303,01/01/2014,119,119,125,122,126,238,,,2061,221,246,8,246,8,2061,246
Health,Asthma,Asthma-Related ER Visits,2017,24.44,"Census Tract 4818, Los Angeles County, California",481800,Alhambra,1400000US06037481800,"(34.064906, -118.141417)",Asthma_Related_ER_Visits_2017_1400000US06037481800,01/01/2017,160,160,162,160,165,5,30,30,981,263,5,10,5,10,981,5
Health,Asthma,Asthma-Related ER Visits,2017,80.31999999999999,"Census Tract 4026, Los Angeles County, California",402600,Pomona,1400000US06037402600,"(34.069537, -117.744427)",Asthma_Related_ER_Visits_2017_1400000US06037402600,01/01/2017,48,48,48,47,47,178,66,66,947,324,184,7,184,7,947,184
Health,Asthma,Asthma-Related ER Visits,2017,30.42,"Census Tract 4303.01, Los Angeles County, California",430301,Monrovia,1400000US06037430301,"(34.172824, -117.9820805)",Asthma_Related_ER_Visits_2017_1400000US06037430301,01/01/2017,13,13,13,13,13,151,18,18,1040,234,159,10,159,10,1040,159
Health,Asthma,Asthma-Related ER Visits,2017,67.06,"Census Tract 1174.04, Los Angeles County, California",117404,North Hills,1400000US06037117404,"(34.228481, -118.479066)",Asthma_Related_ER_Visits_2017_1400000US06037117404,01/01/2017,67,75,73,72,72,159,76,76,292,305,165,9,165,9,292,165
Health,Asthma,Asthma-Related ER Visits,2014,64.558397,"Census Tract 9104.04, Los Angeles County, California",910404,Palmdale,1400000US06037910404,"(34.565246, -118.1241)",Asthma_Related_ER_Visits_2014_1400000US06037910404,01/01/2014,18,18,17,17,17,169,4,4,1520,177,175,2,175,2,1520,175
Health,Asthma,Asthma-Related ER Visits,2014,44.481098,"Census Tract 9302, Los Angeles County, California",930200,Tujunga Canyons,1400000US06037930200,"(34.340966, -118.294994)",Asthma_Related_ER_Visits_2014_1400000US06037930200,01/01/2014,15,15,15,15,15,231,,,197,221,235,1,235,1,197,235
Health,Asthma,Asthma-Related ER Visits,2014,24.730722,"Census Tract 6206.01, Los Angeles County, California",620601,Redondo Beach,1400000US06037620601,"(33.869829, -118.362536)",Asthma_Related_ER_Visits_2014_1400000US06037620601,01/01/2014,89,89,90,89,89,183,55,55,2204,274,187,13,187,13,2204,187
Health,Asthma,Asthma-Related ER Visits,2017,51.33,"Census Tract 1908.01, Los Angeles County, California",190801,Hollywood,1400000US06037190801,"(34.0943795, -118.3244635)",Asthma_Related_ER_Visits_2017_1400000US06037190801,01/01/2017,239,239,239,240,239,108,76,76,427,305,115,3,115,3,427,115
Health,Asthma,Asthma-Related ER Visits,2014,14.487373,"Census Tract 8001.02, Los Angeles County, California",800102,Topanga,1400000US06037800102,"(34.105487, -118.6313095)",Asthma_Related_ER_Visits_2014_1400000US06037800102,01/01/2014,91,91,92,91,91,229,,,1256,224,232,11,232,11,1256,232
Health,Asthma,Asthma-Related ER Visits,2017,53.41,"Census Tract 1066.41, Los Angeles County, California",106641,Granada Hills,1400000US06037106641,"(34.298025, -118.509153)",Asthma_Related_ER_Visits_2017_1400000US06037106641,01/01/2017,263,263,257,263,263,89,76,76,677,305,95,9,95,9,677,95
Health,Asthma,Asthma-Related ER Visits,2017,38.99,"Census Tract 2933.07, Los Angeles County, California",293307,Harbor City,1400000US06037293307,"(33.786479, -118.3043115)",Asthma_Related_ER_Visits_2017_1400000US06037293307,01/01/2017,271,271,267,271,271,96,76,76,247,305,100,5,100,5,247,100
Health,Asthma,Asthma-Related ER Visits,2017,67.93000000000001,"Census Tract 4326.01, Los Angeles County, California",432601,El Monte,1400000US06037432601,"(34.082497, -118.014655)",Asthma_Related_ER_Visits_2017_1400000US06037432601,01/01/2017,123,123,126,123,127,73,65,65,698,323,77,10,77,10,698,77
Health,Asthma,Asthma-Related ER Visits,2017,62.29,"Census Tract 4050.01, Los Angeles County, California",405001,Baldwin Park,1400000US06037405001,"(34.10311, -117.9665385)",Asthma_Related_ER_Visits_2017_1400000US06037405001,01/01/2017,69,70,69,68,68,20,70,70,1175,331,20,10,20,10,1175,20
Health,Asthma,Asthma-Related ER Visits,2017,95.56,"Census Tract 2393.20, Los Angeles County, California",239320,Florence,1400000US06037239320,"(33.978568, -118.2717375)",Asthma_Related_ER_Visits_2017_1400000US06037239320,01/01/2017,59,59,60,59,59,83,76,76,1216,305,87,12,87,12,1216,87
Health,Asthma,Asthma-Related ER Visits,2017,83.65000000000001,"Census Tract 2037.10, Los Angeles County, California",203710,Boyle Heights,1400000US06037203710,"(34.04985, -118.2009955)",Asthma_Related_ER_Visits_2017_1400000US06037203710,01/01/2017,73,76,75,74,74,21,76,76,1067,305,32,4,32,4,1067,32
Health,Asthma,Asthma-Related ER Visits,2017,46.83,"Census Tract 1132.12, Los Angeles County, California",113212,Chatsworth,1400000US06037113212,"(34.2608605, -118.6035245)",Asthma_Related_ER_Visits_2017_1400000US06037113212,01/01/2017,164,164,165,162,168,45,76,76,215,305,41,9,41,9,215,41
Health,Asthma,Asthma-Related ER Visits,2017,72.69,"Census Tract 3023.02, Los Angeles County, California",302302,Glendale,1400000US06037302302,"(34.1401, -118.2624115)",Asthma_Related_ER_Visits_2017_1400000US06037302302,01/01/2017,214,214,216,220,220,86,38,38,256,15,92,15,92,15,256,92
Health,Asthma,Asthma-Related ER Visits,2017,30.1,"Census Tract 1862.01, Los Angeles County, California",186201,Eagle Rock,1400000US06037186201,"(34.121613, -118.2186485)",Asthma_Related_ER_Visits_2017_1400000US06037186201,01/01/2017,149,149,157,154,154,65,76,76,1602,305,68,6,68,6,1602,68
Health,Asthma,Asthma-Related ER Visits,2017,56.69,"Census Tract 2212.10, Los Angeles County, California",221210,Harvard Heights,1400000US06037221210,"(34.04359, -118.3026265)",Asthma_Related_ER_Visits_2017_1400000US06037221210,01/01/2017,242,242,242,243,242,98,76,76,1187,305,102,3,102,3,1187,102
Health,Asthma,Asthma-Related ER Visits,2017,15.75,"Census Tract 4807.03, Los Angeles County, California",480703,South Pasadena,1400000US06037480703,"(34.1072095, -118.1642505)",Asthma_Related_ER_Visits_2017_1400000US06037480703,01/01/2017,209,209,209,213,213,216,34,34,1358,257,220,10,220,10,1358,220
Health,Asthma,Asthma-Related ER Visits,2017,51.56,"Census Tract 1343.04, Los Angeles County, California",134304,Canoga Park,1400000US06037134304,"(34.213963, -118.6102945)",Asthma_Related_ER_Visits_2017_1400000US06037134304,01/01/2017,225,225,225,223,73,35,76,76,1557,305,37,9,37,9,1557,37
Health,Asthma,Asthma-Related ER Visits,2017,64.65000000000001,"Census Tract 2181.20, Los Angeles County, California",218120,Arlington Heights,1400000US06037218120,"(34.0436875, -118.320626)",Asthma_Related_ER_Visits_2017_1400000US06037218120,01/01/2017,253,253,253,253,253,11,76,76,1854,305,12,3,12,3,1854,12
Health,Asthma,Asthma-Related ER Visits,2017,34.35,"Census Tract 2723.02, Los Angeles County, California",272302,Mar Vista,1400000US06037272302,"(34.0022415, -118.4275865)",Asthma_Related_ER_Visits_2017_1400000US06037272302,01/01/2017,198,198,184,196,188,147,76,76,1397,305,110,16,110,16,1397,110
Health,Asthma,Asthma-Related ER Visits,2017,39.91,"Census Tract 4334.03, Los Angeles County, California",433403,El Monte,1400000US06037433403,"(34.0624165, -118.025695)",Asthma_Related_ER_Visits_2017_1400000US06037433403,01/01/2017,123,123,126,123,127,73,65,65,394,323,77,10,77,10,394,77
Health,Asthma,Asthma-Related ER Visits,2017,43.73,"Census Tract 1034, Los Angeles County, California",103400,Sunland,1400000US06037103400,"(34.253933, -118.3147245)",Asthma_Related_ER_Visits_2017_1400000US06037103400,01/01/2017,256,256,256,260,259,223,76,76,1286,305,227,15,227,15,1286,227
Health,Asthma,Asthma-Related ER Visits,2017,84,"Census Tract 2412.01, Los Angeles County, California",241201,Vermont Vista,1400000US06037241201,"(33.9402795, -118.2857015)",Asthma_Related_ER_Visits_2017_1400000US06037241201,01/01/2017,227,227,227,189,119,244,76,76,1224,305,91,12,91,12,1224,91
Health,Asthma,Asthma-Related ER Visits,2017,54.22,"Census Tract 5034.02, Los Angeles County, California",503402,Whittier,1400000US06037503402,"(33.9411175, -118.0019365)",Asthma_Related_ER_Visits_2017_1400000US06037503402,01/01/2017,23,23,22,22,22,266,80,80,2102,160,266,10,266,10,2102,266
Health,Asthma,Asthma-Related ER Visits,2017,37.35,"Census Tract 1919.01, Los Angeles County, California",191901,Hollywood,1400000US06037191901,"(34.0907325, -118.3386055)",Asthma_Related_ER_Visits_2017_1400000US06037191901,01/01/2017,239,239,239,240,239,108,76,76,1018,305,115,3,115,3,1018,115
Health,Asthma,Asthma-Related ER Visits,2017,75.45,"Census Tract 2100.10, Los Angeles County, California",210010,Pico-Union,1400000US06037210010,"(34.0467975, -118.2717075)",Asthma_Related_ER_Visits_2017_1400000US06037210010,01/01/2017,192,192,191,190,195,168,76,76,1119,305,181,3,181,3,1119,181
Health,Asthma,Asthma-Related ER Visits,2017,75.99,"Census Tract 1310.20, Los Angeles County, California",131020,Reseda,1400000US06037131020,"(34.1992525, -118.5399945)",Asthma_Related_ER_Visits_2017_1400000US06037131020,01/01/2017,180,180,30,179,172,186,76,76,2223,305,190,9,190,9,2223,190
Health,Asthma,Asthma-Related ER Visits,2017,37.12,"Census Tract 4016.03, Los Angeles County, California",401603,La Verne,1400000US06037401603,"(34.1109685, -117.7780265)",Asthma_Related_ER_Visits_2017_1400000US06037401603,01/01/2017,206,206,206,209,210,128,44,44,115,205,136,7,136,7,115,136
Health,Asthma,Asthma-Related ER Visits,2017,83.34999999999999,"Census Tract 1201.06, Los Angeles County, California",120106,Panorama City,1400000US06037120106,"(34.223101, -118.4567005)",Asthma_Related_ER_Visits_2017_1400000US06037120106,01/01/2017,179,179,179,177,183,172,76,76,30,305,174,9,174,9,30,174
Health,Asthma,Asthma-Related ER Visits,2017,46.78,"Census Tract 2216.02, Los Angeles County, California",221602,Pico-Union,1400000US06037221602,"(34.038415, -118.292179)",Asthma_Related_ER_Visits_2017_1400000US06037221602,01/01/2017,192,192,191,190,195,168,76,76,1830,305,181,3,181,3,1830,181
Health,Asthma,Asthma-Related ER Visits,2017,56.52,"Census Tract 5401.02, Los Angeles County, California",540102,Lynwood,1400000US06037540102,"(33.9230905, -118.194295)",Asthma_Related_ER_Visits_2017_1400000US06037540102,01/01/2017,68,69,67,66,66,141,21,21,594,248,147,14,147,14,594,147
Health,Asthma,Asthma-Related ER Visits,2017,35.69,"Census Tract 1375.02, Los Angeles County, California",137502,Woodland Hills,1400000US06037137502,"(34.163679, -118.596991)",Asthma_Related_ER_Visits_2017_1400000US06037137502,01/01/2017,259,259,260,261,260,272,76,76,681,305,272,9,272,9,681,272
Health,Asthma,Asthma-Related ER Visits,2017,38.56,"Census Tract 1413.03, Los Angeles County, California",141303,Sherman Oaks,1400000US06037141303,"(34.1550215, -118.4552015)",Asthma_Related_ER_Visits_2017_1400000US06037141303,01/01/2017,264,264,264,264,264,206,76,76,2212,305,211,9,211,9,2212,211
Health,Asthma,Asthma-Related ER Visits,2017,105.87,"Census Tract 2382, Los Angeles County, California",238200,Vermont Knolls,1400000US06037238200,"(33.963641, -118.2981045)",Asthma_Related_ER_Visits_2017_1400000US06037238200,01/01/2017,76,61,78,77,77,241,76,76,1255,305,247,12,247,12,1255,247
Health,Asthma,Asthma-Related ER Visits,2017,33.03,"Census Tract 2094.03, Los Angeles County, California",209403,Westlake,1400000US06037209403,"(34.0531325, -118.273845)",Asthma_Related_ER_Visits_2017_1400000US06037209403,01/01/2017,166,166,167,164,170,258,76,76,72,305,258,3,258,3,72,258
Health,Asthma,Asthma-Related ER Visits,2017,46.23,"Census Tract 5356.03, Los Angeles County, California",535603,South Gate,1400000US06037535603,"(33.956718, -118.223912)",Asthma_Related_ER_Visits_2017_1400000US06037535603,01/01/2017,244,244,244,244,245,214,22,22,1422,250,218,14,218,14,1422,218
Health,Asthma,Asthma-Related ER Visits,2017,70.22,"Census Tract 2946.20, Los Angeles County, California",294620,Wilmington,1400000US06037294620,"(33.78725, -118.2472725)",Asthma_Related_ER_Visits_2017_1400000US06037294620,01/01/2017,150,150,149,146,147,269,76,76,1454,305,269,5,269,5,1454,269
Health,Asthma,Asthma-Related ER Visits,2017,87.61,"Census Tract 5416.06, Los Angeles County, California",541606,Compton,1400000US06037541606,"(33.899695, -118.218413)",Asthma_Related_ER_Visits_2017_1400000US06037541606,01/01/2017,257,257,258,257,257,52,52,52,273,285,55,14,55,14,273,55
Health,Asthma,Asthma-Related ER Visits,2017,34.73,"Census Tract 4080.03, Los Angeles County, California",408003,West Covina,1400000US06037408003,"(34.0452465, -117.9168025)",Asthma_Related_ER_Visits_2017_1400000US06037408003,01/01/2017,211,211,212,216,217,255,64,64,1549,322,255,10,255,10,1549,255
Health,Asthma,Asthma-Related ER Visits,2014,16.74,"Census Tract 6213.24, Los Angeles County, California",621324,Redondo Beach,1400000US06037621324,"(33.835432, -118.388025)",Asthma_Related_ER_Visits_2014_1400000US06037621324,01/01/2014,89,89,90,89,89,183,55,55,1808,274,187,13,187,13,1808,187
Health,Asthma,Asthma-Related ER Visits,2017,27.82,"Census Tract 1899.04, Los Angeles County, California",189904,Hollywood,1400000US06037189904,"(34.099793, -118.346538)",Asthma_Related_ER_Visits_2017_1400000US06037189904,01/01/2017,239,239,239,240,239,108,76,76,54,305,115,3,115,3,54,115
Health,Asthma,Asthma-Related ER Visits,2014,45.0283,"Census Tract 9107.12, Los Angeles County, California",910712,Palmdale,1400000US06037910712,"(34.550398, -118.0517435)",Asthma_Related_ER_Visits_2014_1400000US06037910712,01/01/2014,18,18,17,17,17,169,4,4,1656,177,175,2,175,2,1656,175
Health,Asthma,Asthma-Related ER Visits,2017,63.89,"Census Tract 2015.01, Los Angeles County, California",201501,El Sereno,1400000US06037201501,"(34.0872435, -118.1663745)",Asthma_Related_ER_Visits_2017_1400000US06037201501,01/01/2017,153,153,152,149,150,75,76,76,1865,305,79,4,79,4,1865,79
Health,Asthma,Asthma-Related ER Visits,2017,41.27,"Census Tract 4615.02, Los Angeles County, California",461502,Pasadena,1400000US06037461502,"(34.175203, -118.146197)",Asthma_Related_ER_Visits_2017_1400000US06037461502,01/01/2017,251,251,252,250,254,175,41,41,1370,159,183,15,183,15,1370,183
Health,Asthma,Asthma-Related ER Visits,2017,29.02,"Census Tract 2075.01, Los Angeles County, California",207501,Downtown,1400000US06037207501,"(34.0565345, -118.2528675)",Asthma_Related_ER_Visits_2017_1400000US06037207501,01/01/2017,219,219,222,227,226,62,76,76,70,305,66,3,66,3,70,66
Health,Asthma,Asthma-Related ER Visits,2017,73.79000000000001,"Census Tract 1046.20, Los Angeles County, California",104620,Pacoima,1400000US06037104620,"(34.2579045, -118.422465)",Asthma_Related_ER_Visits_2017_1400000US06037104620,01/01/2017,97,98,100,98,98,167,76,76,2312,305,172,9,172,9,2312,172
Health,Asthma,Asthma-Related ER Visits,2017,65.14,"Census Tract 2281, Los Angeles County, California",228100,Central-Alameda,1400000US06037228100,"(34.010118, -118.244922)",Asthma_Related_ER_Visits_2017_1400000US06037228100,01/01/2017,241,241,241,242,241,40,76,76,2245,305,43,12,43,12,2245,43
Health,Asthma,Asthma-Related ER Visits,2017,37.73,"Census Tract 5312.01, Los Angeles County, California",531201,East Los Angeles,1400000US06037531201,"(34.0303095, -118.186239)",Asthma_Related_ER_Visits_2017_1400000US06037531201,01/01/2017,43,43,42,41,41,69,,,1691,220,73,4,73,4,1691,73
Health,Asthma,Asthma-Related ER Visits,2017,47.76,"Census Tract 1021.07, Los Angeles County, California",102107,Shadow Hills,1400000US06037102107,"(34.2412955, -118.3292705)",Asthma_Related_ER_Visits_2017_1400000US06037102107,01/01/2017,250,250,250,251,251,188,76,76,1284,305,210,9,210,9,1284,210
Health,Asthma,Asthma-Related ER Visits,2017,66.93000000000001,"Census Tract 1283.02, Los Angeles County, California",128302,Van Nuys,1400000US06037128302,"(34.18353, -118.4596295)",Asthma_Related_ER_Visits_2017_1400000US06037128302,01/01/2017,21,21,32,31,31,239,76,76,352,305,244,9,244,9,352,244
Health,Asthma,Asthma-Related ER Visits,2017,59.55,"Census Tract 1927, Los Angeles County, California",192700,East Hollywood,1400000US06037192700,"(34.0799595, -118.2880545)",Asthma_Related_ER_Visits_2017_1400000US06037192700,01/01/2017,233,233,233,219,234,67,76,76,1646,305,70,3,70,3,1646,70
Health,Asthma,Asthma-Related ER Visits,2017,27.72,"Census Tract 1433, Los Angeles County, California",143300,Studio City,1400000US06037143300,"(34.1521895, -118.386433)",Asthma_Related_ER_Visits_2017_1400000US06037143300,01/01/2017,129,129,131,128,132,222,76,76,1589,305,226,9,226,9,1589,226
Health,Asthma,Asthma-Related ER Visits,2017,48.17,"Census Tract 1814, Los Angeles County, California",181400,Eagle Rock,1400000US06037181400,"(34.1364725, -118.210235)",Asthma_Related_ER_Visits_2017_1400000US06037181400,01/01/2017,149,149,157,154,154,65,76,76,538,305,68,6,68,6,538,68
Health,Asthma,Asthma-Related ER Visits,2017,14.77,"Census Tract 2654.10, Los Angeles County, California",265410,Brentwood,1400000US06037265410,"(34.06678, -118.4636105)",Asthma_Related_ER_Visits_2017_1400000US06037265410,01/01/2017,64,65,64,63,63,31,76,76,477,305,34,16,34,16,477,34
Health,Asthma,Asthma-Related ER Visits,2017,38.64,"Census Tract 2123.04, Los Angeles County, California",212304,Koreatown,1400000US06037212304,"(34.0597395, -118.2982)",Asthma_Related_ER_Visits_2017_1400000US06037212304,01/01/2017,188,188,187,185,191,115,76,76,610,305,29,3,29,3,610,29
Health,Asthma,Asthma-Related ER Visits,2017,37.24,"Census Tract 2951.03, Los Angeles County, California",295103,San Pedro,1400000US06037295103,"(33.760268, -118.2968435)",Asthma_Related_ER_Visits_2017_1400000US06037295103,01/01/2017,20,20,19,19,19,199,76,76,1456,305,207,5,207,5,1456,207
Health,Asthma,Asthma-Related ER Visits,2017,51.41,"Census Tract 1112.02, Los Angeles County, California",111202,Granada Hills,1400000US06037111202,"(34.2683485, -118.5151565)",Asthma_Related_ER_Visits_2017_1400000US06037111202,01/01/2017,263,263,257,263,263,89,76,76,1892,305,95,9,95,9,1892,95
Health,Asthma,Asthma-Related ER Visits,2017,37.5,"Census Tract 4824.02, Los Angeles County, California",482402,South San Gabriel,1400000US06037482402,"(34.046139, -118.0807005)",Asthma_Related_ER_Visits_2017_1400000US06037482402,01/01/2017,14,14,14,14,14,217,,,1364,317,221,10,221,10,1364,221
Health,Asthma,Asthma-Related ER Visits,2017,59.19,"Census Tract 5335.02, Los Angeles County, California",533502,Huntington Park,1400000US06037533502,"(33.985033, -118.194854)",Asthma_Related_ER_Visits_2017_1400000US06037533502,01/01/2017,40,40,40,39,39,109,26,26,491,192,116,14,116,14,491,116
Health,Asthma,Asthma-Related ER Visits,2014,12.28,"Census Tract 9201.10, Los Angeles County, California",920110,Santa Clarita,1400000US06037920110,"(34.446814, -118.5447345)",Asthma_Related_ER_Visits_2014_1400000US06037920110,01/01/2014,269,269,271,269,268,201,81,81,351,174,209,8,209,8,351,209
Health,Asthma,Asthma-Related ER Visits,2017,85.58,"Census Tract 2327, Los Angeles County, California",232700,Vermont-Slauson,1400000US06037232700,"(33.992427, -118.285947)",Asthma_Related_ER_Visits_2017_1400000US06037232700,01/01/2017,226,226,226,224,103,242,76,76,785,305,18,12,18,12,785,18
Health,Asthma,Asthma-Related ER Visits,2017,33.39,"Census Tract 4823.04, Los Angeles County, California",482304,Rosemead,1400000US06037482304,"(34.064429, -118.0988995)",Asthma_Related_ER_Visits_2017_1400000US06037482304,01/01/2017,191,191,190,188,194,191,68,68,124,328,196,10,196,10,124,196
Health,Asthma,Asthma-Related ER Visits,2017,25.61,"Census Tract 2696.02, Los Angeles County, California",269602,Mid-City,1400000US06037269602,"(34.043301, -118.384325)",Asthma_Related_ER_Visits_2017_1400000US06037269602,01/01/2017,232,232,232,210,233,148,76,76,2079,305,154,3,154,3,2079,154
Health,Asthma,Asthma-Related ER Visits,2017,39.79,"Census Tract 2699.07, Los Angeles County, California",269907,Palms,1400000US06037269907,"(34.0277405, -118.4066145)",Asthma_Related_ER_Visits_2017_1400000US06037269907,01/01/2017,62,63,63,62,62,170,76,76,801,305,176,16,176,16,801,176
Health,Asthma,Asthma-Related ER Visits,2017,33.01,"Census Tract 1239.02, Los Angeles County, California",123902,North Hollywood,1400000US06037123902,"(34.176766, -118.3921365)",Asthma_Related_ER_Visits_2017_1400000US06037123902,01/01/2017,112,114,115,112,114,160,76,76,1586,305,166,9,166,9,1586,166
Health,Asthma,Asthma-Related ER Visits,2017,96.41,"Census Tract 2372.01, Los Angeles County, California",237201,Vermont-Slauson,1400000US06037237201,"(33.985727, -118.299118)",Asthma_Related_ER_Visits_2017_1400000US06037237201,01/01/2017,226,226,226,224,103,242,76,76,791,305,18,12,18,12,791,18
Health,Asthma,Asthma-Related ER Visits,2017,43.35,"Census Tract 1061.14, Los Angeles County, California",106114,Sylmar,1400000US06037106114,"(34.302675, -118.426951)",Asthma_Related_ER_Visits_2017_1400000US06037106114,01/01/2017,56,56,56,55,55,224,76,76,205,305,224,9,224,9,205,224
Health,Asthma,Asthma-Related ER Visits,2017,55.58,"Census Tract 4037.02, Los Angeles County, California",403702,Covina,1400000US06037403702,"(34.090948, -117.858411)",Asthma_Related_ER_Visits_2017_1400000US06037403702,01/01/2017,4,4,4,4,4,56,42,42,1169,271,58,10,58,10,1169,58
Health,Asthma,Asthma-Related ER Visits,2017,47.5,"Census Tract 1959.02, Los Angeles County, California",195902,Silver Lake,1400000US06037195902,"(34.08661, -118.279689)",Asthma_Related_ER_Visits_2017_1400000US06037195902,01/01/2017,147,147,146,143,144,209,76,76,1025,305,214,3,214,3,1025,214
Health,Asthma,Asthma-Related ER Visits,2017,27.95,"Census Tract 3010, Los Angeles County, California",301000,Glendale,1400000US06037301000,"(34.1564305, -118.2329335)",Asthma_Related_ER_Visits_2017_1400000US06037301000,01/01/2017,214,214,216,220,220,86,38,38,253,15,92,15,92,15,253,92
Health,Asthma,Asthma-Related ER Visits,2017,43.93,"Census Tract 4038.02, Los Angeles County, California",403802,Charter Oak,1400000US06037403802,"(34.103074, -117.8463645)",Asthma_Related_ER_Visits_2017_1400000US06037403802,01/01/2017,117,117,120,117,118,44,,,1947,212,46,10,46,10,1947,46
Health,Asthma,Asthma-Related ER Visits,2017,39.17,"Census Tract 1254.02, Los Angeles County, California",125402,North Hollywood,1400000US06037125402,"(34.1568065, -118.3734175)",Asthma_Related_ER_Visits_2017_1400000US06037125402,01/01/2017,112,114,115,112,114,160,76,76,1302,305,166,9,166,9,1302,166
Health,Asthma,Asthma-Related ER Visits,2017,21.2,"Census Tract 3006, Los Angeles County, California",300600,Glendale,1400000US06037300600,"(34.2067165, -118.2368375)",Asthma_Related_ER_Visits_2017_1400000US06037300600,01/01/2017,214,214,216,220,220,86,38,38,1463,15,92,15,92,15,1463,92
Health,Asthma,Asthma-Related ER Visits,2017,39.95,"Census Tract 4064.02, Los Angeles County, California",406402,West Covina,1400000US06037406402,"(34.0574215, -117.8990455)",Asthma_Related_ER_Visits_2017_1400000US06037406402,01/01/2017,211,211,212,216,217,255,64,64,317,322,255,10,255,10,317,255
Health,Asthma,Asthma-Related ER Visits,2017,28.2,"Census Tract 2151.02, Los Angeles County, California",215102,Mid-Wilshire,1400000US06037215102,"(34.0648495, -118.3456205)",Asthma_Related_ER_Visits_2017_1400000US06037215102,01/01/2017,25,25,35,34,34,149,76,76,658,305,155,3,155,3,658,155
Health,Asthma,Asthma-Related ER Visits,2017,95.94,"Census Tract 1200.30, Los Angeles County, California",120030,Panorama City,1400000US06037120030,"(34.2149315, -118.451986)",Asthma_Related_ER_Visits_2017_1400000US06037120030,01/01/2017,179,179,179,177,183,172,76,76,523,305,174,9,174,9,523,174
